Country Name,Country Code,Time,Time Code,Control of Corruption: Percentile Rank [CC.PER.RNK],Government Effectiveness: Percentile Rank [GE.PER.RNK],Political Stability and Absence of Violence/Terrorism: Percentile Rank [PV.PER.RNK],Regulatory Quality: Percentile Rank [RQ.PER.RNK],Rule of Law: Percentile Rank [RL.PER.RNK],Voice and Accountability: Percentile Rank [VA.PER.RNK]
France,FRA,2009,YR2009,90.4306182861328,88.9952163696289,63.5071105957031,85.6459350585938,90.0473937988281,90.5213241577148
France,FRA,2010,YR2010,90.9523773193359,88.9952163696289,68.7203826904297,86.6028671264648,90.5213241577148,90.0473937988281
France,FRA,2011,YR2011,90.9952621459961,87.6777267456055,65.4028472900391,84.8341217041016,89.6713638305664,88.7323913574219
France,FRA,2012,YR2012,90.5213241577148,87.6777267456055,63.5071105957031,83.4123229980469,89.6713638305664,89.6713638305664
France,FRA,2013,YR2013,87.6777267456055,89.0995254516602,62.0853080749512,85.3080596923828,89.2018814086914,89.6713638305664
France,FRA,2014,YR2014,87.5,88.461540222168,58.0952377319336,81.7307662963867,88.461540222168,89.6551742553711
France,FRA,2015,YR2015,87.6190490722656,88.0952377319336,51.4285697937012,82.8571395874023,87.6190490722656,89.6551742553711
France,FRA,2016,YR2016,89.523811340332,89.0476226806641,42.8571434020996,82.3809509277344,87.6190490722656,85.2216720581055
France,FRA,2017,YR2017,87.1428604125977,87.1428604125977,56.1904754638672,83.3333358764648,88.5714263916016,85.7142868041992
France,FRA,2018,YR2018,87.6190490722656,89.523811340332,48.113208770752,83.8095245361328,88.0952377319336,86.8932037353516
France,FRA,2019,YR2019,88.5714263916016,88.0952377319336,57.0754699707031,90.9523773193359,88.5714263916016,85.5072479248047
France,FRA,2020,YR2020,83.8095245361328,85.7142868041992,56.1320762634277,85.2380981445313,87.1428604125977,81.6425094604492
France,FRA,2021,YR2021,89.0476226806641,85.2380981445313,56.6037750244141,85.7142868041992,87.1428604125977,85.5072479248047
France,FRA,2022,YR2022,85.3773574829102,83.0188674926758,56.1320762634277,85.3773574829102,85.3773574829102,85.9903411865234
Greece,GRC,1996,YR1996,64.5161285400391,77.5956268310547,63.8297882080078,67.3913040161133,83.4170837402344,76.5
Greece,GRC,1998,YR1998,76.470588684082,75.9562835693359,73.9361724853516,69.5652160644531,71.5,82.0895538330078
Greece,GRC,2000,YR2000,72.8723373413086,69.9453582763672,75.1322784423828,73.9130401611328,80.0995025634766,78.6069641113281
Greece,GRC,2002,YR2002,69.8412704467773,75.1351318359375,76.1904754638672,78.9189224243164,70.1492538452148,78.6069641113281
Greece,GRC,2003,YR2003,68.7830657958984,74.0540542602539,60.8040199279785,77.8378372192383,71.6417922973633,86.5671615600586
Greece,GRC,2004,YR2004,70.4433517456055,76.6169128417969,62.6213607788086,76.6169128417969,77.4038467407227,87.0192337036133
Greece,GRC,2005,YR2005,64.8780517578125,72.5490188598633,63.5922317504883,77.9411773681641,73.2057418823242,83.6538467407227
Greece,GRC,2006,YR2006,68.7804870605469,71.7073135375977,65.2173919677734,75.9803924560547,75.1196136474609,77.8846130371094
Greece,GRC,2007,YR2007,62.6213607788086,70.8737869262695,62.3188400268555,77.1844635009766,76.5550231933594,78.8461532592773
Greece,GRC,2008,YR2008,61.6504859924316,71.3592224121094,54.3269233703613,75.728157043457,77.4038467407227,73.5576934814453
Greece,GRC,2009,YR2009,59.8086128234863,70.3349304199219,37.9146919250488,74.6411514282227,68.2464447021484,73.9336471557617
Greece,GRC,2010,YR2010,55.7142868041992,68.8995208740234,40.7582931518555,71.291862487793,66.8246459960938,74.407585144043
Greece,GRC,2011,YR2011,55.4502372741699,66.8246459960938,41.7061614990234,66.3507080078125,65.7276992797852,72.7699508666992
Greece,GRC,2012,YR2012,52.6066360473633,62.5592422485352,39.3364944458008,68.2464447021484,63.8497657775879,69.4835662841797
Greece,GRC,2013,YR2013,55.9241714477539,64.4549789428711,40.2843589782715,71.0900497436523,64.7887344360352,68.0751190185547
Greece,GRC,2014,YR2014,53.3653831481934,64.9038467407227,40.476188659668,63.9423065185547,66.3461532592773,68.4729080200195
Greece,GRC,2015,YR2015,53.8095245361328,59.0476188659668,38.0952377319336,65.7142868041992,62.8571434020996,70.4433517456055
Greece,GRC,2016,YR2016,53.3333320617676,58.5714302062988,41.4285697937012,60,57.6190490722656,70.4433517456055
Greece,GRC,2017,YR2017,53.3333320617676,64.2857131958008,41.4285697937012,62.3809509277344,55.238094329834,69.4581298828125
Greece,GRC,2018,YR2018,54.761905670166,62.8571434020996,53.301887512207,66.1904754638672,57.1428565979004,71.8446578979492
Greece,GRC,2019,YR2019,56.6666679382324,64.7619018554688,54.2452812194824,70,57.6190490722656,72.4637680053711
Greece,GRC,2020,YR2020,57.1428565979004,67.1428604125977,51.4150924682617,71.4285736083984,60,78.260871887207
Greece,GRC,2021,YR2021,59.523811340332,67.1428604125977,50.9433975219727,66.1904754638672,60.476188659668,77.7777786254883
Greece,GRC,2022,YR2022,56.6037750244141,66.5094375610352,49.0566024780273,67.4528274536133,59.9056587219238,76.8115921020508
Hungary,HUN,1996,YR1996,74.1935501098633,78.6885223388672,79.2553176879883,75.5434799194336,79.3969879150391,77
Hungary,HUN,1998,YR1998,75.4010696411133,81.9672164916992,91.4893646240234,78.8043441772461,73.5,80.0995025634766
Hungary,HUN,2000,YR2000,75.5319137573242,81.9672164916992,78.8359756469727,82.0652160644531,73.1343307495117,85.0746231079102
Hungary,HUN,2002,YR2002,73.0158767700195,81.6216201782227,91.0052947998047,86.4864883422852,79.1044769287109,86.0696487426758
Hungary,HUN,2003,YR2003,74.0740737915039,76.7567596435547,86.4321594238281,81.0810775756836,73.1343307495117,87.0646743774414
Hungary,HUN,2004,YR2004,73.8916244506836,77.1144256591797,75.2427215576172,83.5820922851563,75,85.5769195556641
Hungary,HUN,2005,YR2005,72.1951217651367,73.529411315918,80.0970840454102,78.9215698242188,75.1196136474609,86.538459777832
Hungary,HUN,2006,YR2006,73.1707305908203,77.5609741210938,80.6763305664063,85.2941207885742,79.9043045043945,78.8461532592773
Hungary,HUN,2007,YR2007,73.3009719848633,73.7864074707031,71.9806747436523,85.9223327636719,80.3827743530273,80.7692337036133
Hungary,HUN,2008,YR2008,69.9029159545898,73.3009719848633,71.6346130371094,85.4368896484375,80.288459777832,76.4423065185547
Hungary,HUN,2009,YR2009,69.3779907226563,72.2488021850586,63.9810409545898,81.339714050293,71.5639801025391,74.8815155029297
Hungary,HUN,2010,YR2010,65.7142868041992,71.7703323364258,69.1943130493164,80.3827743530273,72.0379180908203,73.459716796875
Hungary,HUN,2011,YR2011,67.7725143432617,70.6161117553711,70.1421813964844,80.0947875976563,71.8309860229492,73.2394332885742
Hungary,HUN,2012,YR2012,65.4028472900391,69.6682434082031,68.7203826904297,78.6729888916016,68.0751190185547,70.8920211791992
Hungary,HUN,2013,YR2013,64.9289093017578,71.5639801025391,70.6161117553711,77.7251205444336,67.6056365966797,70.4225387573242
Hungary,HUN,2014,YR2014,61.0576934814453,72.1153869628906,68.5714263916016,75,70.6730804443359,66.5024642944336
Hungary,HUN,2015,YR2015,60,71.4285736083984,69.523811340332,74.2857131958008,65.2380981445313,66.5024642944336
Hungary,HUN,2016,YR2016,58.5714302062988,68.5714263916016,66.1904754638672,70,65.2380981445313,58.6206893920898
Hungary,HUN,2017,YR2017,57.6190490722656,68.0952377319336,74.2857131958008,72.3809509277344,69.0476226806641,65.0246276855469
Hungary,HUN,2018,YR2018,58.0952377319336,68.0952377319336,70.7547149658203,70.9523773193359,70.476188659668,64.0776672363281
Hungary,HUN,2019,YR2019,57.6190490722656,68.0952377319336,71.698112487793,72.3809509277344,68.5714263916016,57.9710159301758
Hungary,HUN,2020,YR2020,58.0952377319336,70,74.0566024780273,66.6666641235352,66.1904754638672,58.937198638916
Hungary,HUN,2021,YR2021,55.238094329834,70.476188659668,73.1132049560547,67.6190490722656,67.6190490722656,58.937198638916
Hungary,HUN,2022,YR2022,51.4150924682617,68.8679275512695,67.9245300292969,64.6226425170898,63.2075462341309,59.9033813476563
Lithuania,LTU,1996,YR1996,68.2795715332031,68.3060073852539,62.7659568786621,82.6086959838867,63.3165817260742,75.5
Lithuania,LTU,1998,YR1998,63.6363639831543,62.8415298461914,62.7659568786621,77.1739120483398,65.5,74.1293563842773
Lithuania,LTU,2000,YR2000,67.0212783813477,59.5628433227539,64.0211639404297,73.3695678710938,58.7064666748047,73.6318435668945
Lithuania,LTU,2002,YR2002,61.9047622680664,67.5675659179688,77.2486801147461,81.6216201782227,63.1840782165527,73.1343307495117
Lithuania,LTU,2003,YR2003,68.2539672851563,74.594596862793,83.9196014404297,79.4594573974609,64.6766204833984,74.1293563842773
Lithuania,LTU,2004,YR2004,66.9950714111328,75.1243743896484,72.8155364990234,79.6019897460938,67.3076934814453,77.8846130371094
Lithuania,LTU,2005,YR2005,64.3902435302734,74.0196075439453,69.9029159545898,77.4509811401367,67.9425811767578,74.5192337036133
Lithuania,LTU,2006,YR2006,59.5121955871582,73.6585388183594,74.8792266845703,78.4313735961914,69.3779907226563,74.5192337036133
Lithuania,LTU,2007,YR2007,58.737865447998,72.8155364990234,76.328498840332,81.0679626464844,69.8564605712891,74.038459777832
Lithuania,LTU,2008,YR2008,60.6796112060547,70.3883514404297,70.6730804443359,81.0679626464844,70.6730804443359,72.5961532592773
Lithuania,LTU,2009,YR2009,65.0717697143555,73.2057418823242,69.1943130493164,77.9904327392578,69.6682434082031,74.407585144043
Lithuania,LTU,2010,YR2010,68.5714263916016,73.684211730957,70.6161117553711,79.4258346557617,72.9857788085938,75.3554534912109
Lithuania,LTU,2011,YR2011,67.2985763549805,72.9857788085938,68.7203826904297,77.7251205444336,72.3004684448242,74.6478881835938
Lithuania,LTU,2012,YR2012,68.2464447021484,74.407585144043,72.511848449707,82.9383850097656,75.5868530273438,75.1173706054688
Lithuania,LTU,2013,YR2013,67.7725143432617,74.407585144043,80.568717956543,84.8341217041016,73.2394332885742,75.5868530273438
Lithuania,LTU,2014,YR2014,70.1923065185547,78.8461532592773,70.476188659668,85.5769195556641,78.8461532592773,76.3546829223633
Lithuania,LTU,2015,YR2015,70,84.2857131958008,70.476188659668,86.6666641235352,80.476188659668,77.3399047851563
Lithuania,LTU,2016,YR2016,72.8571395874023,80.476188659668,72.8571395874023,84.2857131958008,81.9047622680664,78.3251266479492
Lithuania,LTU,2017,YR2017,67.6190490722656,79.0476226806641,72.3809509277344,82.8571395874023,80,78.3251266479492
Lithuania,LTU,2018,YR2018,66.6666641235352,80.476188659668,69.8113174438477,82.3809509277344,78.5714263916016,77.1844635009766
Lithuania,LTU,2019,YR2019,73.8095245361328,80.476188659668,72.1698150634766,82.8571395874023,80.476188659668,80.1932373046875
Lithuania,LTU,2020,YR2020,78.5714263916016,81.4285736083984,78.7735824584961,83.3333358764648,80.9523773193359,80.6763305664063
Lithuania,LTU,2021,YR2021,79.523811340332,80.9523773193359,73.5849075317383,86.1904754638672,82.8571395874023,80.6763305664063
Lithuania,LTU,2022,YR2022,76.4150924682617,79.7169799804688,69.3396224975586,87.7358474731445,83.0188674926758,81.159423828125
Iceland,ISL,1996,YR1996,93.0107498168945,96.1748657226563,94.1489334106445,86.4130401611328,93.4673385620117,94
Iceland,ISL,1998,YR1998,94.1176452636719,93.9890747070313,95.2127685546875,90.2173919677734,94,94.0298538208008
Iceland,ISL,2000,YR2000,98.4042587280273,97.814208984375,96.8253936767578,93.4782638549805,96.5174102783203,94.5273666381836
Iceland,ISL,2002,YR2002,97.3544998168945,97.8378372192383,98.9417953491211,91.3513488769531,98.0099487304688,96.5174102783203
Iceland,ISL,2003,YR2003,98.4126968383789,98.9189224243164,98.9949722290039,94.594596862793,99.0049743652344,98.5074615478516
Iceland,ISL,2004,YR2004,98.0295562744141,97.0149230957031,98.5436859130859,94.0298538208008,98.5576934814453,95.6730804443359
Iceland,ISL,2005,YR2005,99.5121917724609,98.529411315918,99.5145645141602,94.6078414916992,99.5215301513672,95.6730804443359
Iceland,ISL,2006,YR2006,97.5609741210938,97.0731735229492,99.5169067382813,93.1372528076172,98.0861206054688,96.1538467407227
Iceland,ISL,2007,YR2007,97.5728149414063,95.6310653686523,99.5169067382813,92.7184448242188,97.1291885375977,96.1538467407227
Iceland,ISL,2008,YR2008,99.5145645141602,96.6019439697266,94.2307662963867,87.8640747070313,97.5961532592773,96.1538467407227
Iceland,ISL,2009,YR2009,95.6937789916992,93.3014373779297,91.4691925048828,79.9043045043945,93.3649291992188,95.7345962524414
Iceland,ISL,2010,YR2010,94.2857131958008,92.3444976806641,85.3080596923828,78.4689025878906,93.3649291992188,95.7345962524414
Iceland,ISL,2011,YR2011,94.7867279052734,92.4170608520508,92.890998840332,80.568717956543,93.4272308349609,95.3051605224609
Iceland,ISL,2012,YR2012,94.7867279052734,90.0473937988281,92.890998840332,82.4644546508789,92.4882659912109,94.8356781005859
Iceland,ISL,2013,YR2013,95.7345962524414,89.5734634399414,94.3127975463867,83.8862533569336,92.4882659912109,94.8356781005859
Iceland,ISL,2014,YR2014,94.2307662963867,90.3846130371094,94.2857131958008,87.0192337036133,90.8653869628906,93.1034469604492
Iceland,ISL,2015,YR2015,95.7142868041992,89.523811340332,94.7619018554688,86.1904754638672,90.9523773193359,93.596061706543
Iceland,ISL,2016,YR2016,95.2380981445313,88.5714263916016,95.7142868041992,86.6666641235352,89.523811340332,94.5812835693359
Iceland,ISL,2017,YR2017,94.2857131958008,90,95.7142868041992,90.476188659668,90.9523773193359,94.5812835693359
Iceland,ISL,2018,YR2018,94.2857131958008,90,97.6415100097656,90.476188659668,93.3333358764648,93.689323425293
Iceland,ISL,2019,YR2019,92.3809509277344,90.9523773193359,99.5283050537109,90,95.2380981445313,92.7536239624023
Iceland,ISL,2020,YR2020,94.7619018554688,90.9523773193359,96.698112487793,91.4285736083984,96.1904754638672,94.6859893798828
Iceland,ISL,2021,YR2021,95.2380981445313,94.7619018554688,96.2264175415039,91.9047622680664,96.1904754638672,94.2028961181641
Iceland,ISL,2022,YR2022,91.5094375610352,93.8679275512695,95.2830200195313,88.2075500488281,95.2830200195313,95.1690826416016
Ireland,IRL,1996,YR1996,91.9354858398438,90.163932800293,95.2127685546875,92.9347839355469,92.9648208618164,91.5
Ireland,IRL,1998,YR1998,91.44384765625,91.8032760620117,99.4680862426758,95.6521759033203,93,92.5373153686523
Ireland,IRL,2000,YR2000,89.8936157226563,89.0710372924805,97.8835983276367,96.739128112793,92.5373153686523,93.0348281860352
Ireland,IRL,2002,YR2002,88.8888854980469,89.1891860961914,96.2962951660156,97.2972946166992,93.0348281860352,89.5522384643555
Ireland,IRL,2003,YR2003,90.476188659668,89.1891860961914,96.9849243164063,93.5135116577148,90.5472640991211,90.0497512817383
Ireland,IRL,2004,YR2004,87.1921157836914,90.5472640991211,91.2621383666992,93.0348281860352,92.3076934814453,93.2692337036133
Ireland,IRL,2005,YR2005,92.1951217651367,93.6274490356445,94.1747589111328,91.6666641235352,92.3444976806641,97.5961532592773
Ireland,IRL,2006,YR2006,92.1951217651367,88.7804870605469,91.7874374389648,99.0196075439453,93.7799072265625,95.1923065185547
Ireland,IRL,2007,YR2007,93.2038803100586,90.7766952514648,93.2367172241211,98.5436859130859,93.7799072265625,95.6730804443359
Ireland,IRL,2008,YR2008,92.7184448242188,88.8349533081055,93.2692337036133,99.5145645141602,93.75,95.6730804443359
Ireland,IRL,2009,YR2009,93.7799072265625,87.0813369750977,86.2559204101563,96.172248840332,95.2606658935547,93.8388595581055
Ireland,IRL,2010,YR2010,92.8571395874023,87.0813369750977,84.8341217041016,94.2583694458008,95.2606658935547,93.3649291992188
Ireland,IRL,2011,YR2011,91.9431304931641,88.6255950927734,77.7251205444336,93.3649291992188,96.2441329956055,92.4882659912109
Ireland,IRL,2012,YR2012,90.0473937988281,92.4170608520508,77.7251205444336,94.3127975463867,94.3661956787109,92.0187759399414
Ireland,IRL,2013,YR2013,92.4170608520508,90.0473937988281,75.3554534912109,93.8388595581055,94.8356781005859,92.0187759399414
Ireland,IRL,2014,YR2014,92.788459777832,91.8269195556641,87.1428604125977,95.1923065185547,92.788459777832,92.61083984375
Ireland,IRL,2015,YR2015,92.3809509277344,90.9523773193359,77.6190490722656,97.6190490722656,92.8571395874023,92.61083984375
Ireland,IRL,2016,YR2016,92.3809509277344,88.0952377319336,73.3333358764648,94.7619018554688,89.0476226806641,92.61083984375
Ireland,IRL,2017,YR2017,91.4285736083984,86.1904754638672,84.2857131958008,91.9047622680664,88.0952377319336,90.6403961181641
Ireland,IRL,2018,YR2018,90.476188659668,89.0476226806641,85.3773574829102,93.3333358764648,88.5714263916016,91.7475738525391
Ireland,IRL,2019,YR2019,90,85.7142868041992,80.6603775024414,93.3333358764648,88.0952377319336,93.2367172241211
Ireland,IRL,2020,YR2020,91.4285736083984,90,80.1886825561523,91.9047622680664,89.523811340332,95.1690826416016
Ireland,IRL,2021,YR2021,92.8571395874023,91.9047622680664,75.9433975219727,93.3333358764648,90.476188659668,95.1690826416016
Ireland,IRL,2022,YR2022,93.8679275512695,93.3962249755859,78.7735824584961,95.2830200195313,91.5094375610352,96.1352691650391
Poland,POL,1996,YR1996,75.8064498901367,75.4098358154297,73.9361724853516,72.2826080322266,70.8542709350586,80
Poland,POL,1998,YR1998,77.5401077270508,72.1311492919922,74.4680862426758,70.6521759033203,72.5,81.0945281982422
Poland,POL,2000,YR2000,73.4042587280273,69.3989105224609,59.2592582702637,72.8260879516602,69.1542282104492,81.0945281982422
Poland,POL,2002,YR2002,68.7830657958984,66.4864883422852,71.4285736083984,69.1891860961914,67.6616897583008,80.5970153808594
Poland,POL,2003,YR2003,69.8412704467773,67.5675659179688,65.3266296386719,71.3513488769531,65.1741256713867,79.1044769287109
Poland,POL,2004,YR2004,58.1280784606934,67.164176940918,50.970874786377,73.1343307495117,61.538459777832,82.211540222168
Poland,POL,2005,YR2005,61.9512176513672,66.1764678955078,56.7961158752441,72.5490188598633,62.6794242858887,78.3653869628906
Poland,POL,2006,YR2006,63.4146347045898,64.3902435302734,55.0724639892578,71.5686264038086,62.2009582519531,73.5576934814453
Poland,POL,2007,YR2007,63.5922317504883,66.019416809082,70.0483093261719,73.7864074707031,62.6794242858887,73.0769195556641
Poland,POL,2008,YR2008,70.8737869262695,67.4757308959961,77.8846130371094,74.7572784423828,66.8269195556641,75.961540222168
Poland,POL,2009,YR2009,70.3349304199219,68.8995208740234,81.5165863037109,78.9473648071289,67.7725143432617,80.0947875976563
Poland,POL,2010,YR2010,71.9047622680664,70.8134002685547,84.3601913452148,81.339714050293,68.7203826904297,80.0947875976563
Poland,POL,2011,YR2011,71.5639801025391,70.1421813964844,85.7819900512695,78.6729888916016,72.7699508666992,80.2816925048828
Poland,POL,2012,YR2012,72.9857788085938,70.6161117553711,86.2559204101563,79.1469192504883,73.2394332885742,82.6291046142578
Poland,POL,2013,YR2013,72.9857788085938,70.6161117553711,81.5165863037109,80.568717956543,74.1784057617188,79.3427200317383
Poland,POL,2014,YR2014,72.5961532592773,74.5192337036133,76.1904754638672,81.25,78.3653869628906,82.2660064697266
Poland,POL,2015,YR2015,74.7619018554688,74.2857131958008,74.7619018554688,79.523811340332,76.1904754638672,81.7733993530273
Poland,POL,2016,YR2016,75.7142868041992,72.3809509277344,63.3333320617676,79.523811340332,71.4285736083984,74.3842391967773
Poland,POL,2017,YR2017,74.2857131958008,71.9047622680664,64.2857131958008,76.1904754638672,64.2857131958008,72.4137954711914
Poland,POL,2018,YR2018,73.3333358764648,71.9047622680664,62.7358474731445,78.5714263916016,63.8095245361328,70.8737869262695
Poland,POL,2019,YR2019,71.4285736083984,70.476188659668,65.5660400390625,80.476188659668,63.3333320617676,69.5652160644531
Poland,POL,2020,YR2020,72.3809509277344,64.2857131958008,62.2641525268555,76.1904754638672,67.6190490722656,66.1835784912109
Poland,POL,2021,YR2021,68.0952377319336,61.4285697937012,61.3207550048828,75.7142868041992,64.2857131958008,63.7681159973145
Poland,POL,2022,YR2022,68.3962249755859,61.7924537658691,61.7924537658691,74.5283050537109,64.1509399414063,65.2173919677734
Switzerland,CHE,1996,YR1996,95.6989212036133,93.9890747070313,99.4680862426758,95.1086959838867,100,92
Switzerland,CHE,1998,YR1998,95.721923828125,96.7213134765625,98.4042587280273,96.1956558227539,99,93.532341003418
Switzerland,CHE,2000,YR2000,94.6808547973633,98.3606567382813,97.3544998168945,97.8260879516602,99.5024871826172,93.532341003418
Switzerland,CHE,2002,YR2002,95.7671966552734,97.2972946166992,97.3544998168945,97.8378372192383,100,95.0248718261719
Switzerland,CHE,2003,YR2003,96.8253936767578,92.4324340820313,94.9748764038086,96.7567596435547,98.5074615478516,95.0248718261719
Switzerland,CHE,2004,YR2004,96.0591125488281,99.5024871826172,93.2038803100586,95.0248718261719,98.0769195556641,97.5961532592773
Switzerland,CHE,2005,YR2005,97.0731735229492,96.0784301757813,90.7766952514648,93.1372528076172,98.0861206054688,97.1153869628906
Switzerland,CHE,2006,YR2006,96.5853652954102,98.5365829467773,95.1690826416016,92.6470565795898,97.1291885375977,98.0769195556641
Switzerland,CHE,2007,YR2007,96.6019439697266,99.0291290283203,94.2028961181641,95.1456298828125,97.6076583862305,98.0769195556641
Switzerland,CHE,2008,YR2008,97.0873794555664,98.5436859130859,94.711540222168,93.689323425293,96.6346130371094,98.0769195556641
Switzerland,CHE,2009,YR2009,97.1291885375977,98.0861206054688,94.7867279052734,94.2583694458008,95.7345962524414,99.5260696411133
Switzerland,CHE,2010,YR2010,96.6666641235352,97.6076583862305,92.4170608520508,94.7368392944336,94.3127975463867,99.052131652832
Switzerland,CHE,2011,YR2011,95.7345962524414,97.6303329467773,94.3127975463867,94.7867279052734,93.8967132568359,98.591552734375
Switzerland,CHE,2012,YR2012,97.6303329467773,97.6303329467773,98.5782012939453,95.2606658935547,96.7136154174805,98.1220626831055
Switzerland,CHE,2013,YR2013,97.6303329467773,98.1042633056641,98.1042633056641,94.3127975463867,96.2441329956055,98.1220626831055
Switzerland,CHE,2014,YR2014,98.0769195556641,99.5192337036133,98.0952377319336,96.1538467407227,98.0769195556641,99.014778137207
Switzerland,CHE,2015,YR2015,97.6190490722656,99.523811340332,96.1904754638672,95.2380981445313,97.6190490722656,98.5221710205078
Switzerland,CHE,2016,YR2016,95.7142868041992,99.523811340332,94.2857131958008,98.0952377319336,98.0952377319336,97.5369491577148
Switzerland,CHE,2017,YR2017,96.6666641235352,99.523811340332,93.8095245361328,97.1428604125977,99.0476226806641,98.0295562744141
Switzerland,CHE,2018,YR2018,96.6666641235352,99.0476226806641,94.8113174438477,97.1428604125977,99.0476226806641,99.0291290283203
Switzerland,CHE,2019,YR2019,96.6666641235352,99.0476226806641,94.3396224975586,94.7619018554688,99.0476226806641,97.5845413208008
Switzerland,CHE,2020,YR2020,97.1428604125977,99.0476226806641,91.5094375610352,93.8095245361328,97.6190490722656,98.5507278442383
Switzerland,CHE,2021,YR2021,96.6666641235352,99.0476226806641,89.6226425170898,95.7142868041992,97.6190490722656,98.0676345825195
Switzerland,CHE,2022,YR2022,97.1698150634766,99.5283050537109,92.4528274536133,94.3396224975586,97.6415100097656,99.0338134765625
Netherlands,NLD,1996,YR1996,96.7741928100586,98.3606567382813,100,98.3695678710938,95.4773864746094,97
Netherlands,NLD,1998,YR1998,97.3262023925781,99.4535522460938,100,98.3695678710938,95.5,99.5024871826172
Netherlands,NLD,2000,YR2000,96.8085098266602,98.9071044921875,100,99.4565200805664,95.5223846435547,98.0099487304688
Netherlands,NLD,2002,YR2002,96.2962951660156,96.7567596435547,93.121696472168,98.9189224243164,95.0248718261719,96.0198974609375
Netherlands,NLD,2003,YR2003,95.7671966552734,97.8378372192383,87.4371871948242,97.2972946166992,95.0248718261719,96.0198974609375
Netherlands,NLD,2004,YR2004,95.5665054321289,98.0099487304688,81.5533981323242,98.5074615478516,95.1923065185547,98.0769195556641
Netherlands,NLD,2005,YR2005,96.0975646972656,98.0392150878906,79.1262130737305,98.529411315918,95.6937789916992,99.038459777832
Netherlands,NLD,2006,YR2006,96.0975646972656,94.634147644043,75.8454132080078,97.0588226318359,94.7368392944336,98.5576934814453
Netherlands,NLD,2007,YR2007,97.0873794555664,94.1747589111328,73.4299545288086,97.5728149414063,95.6937789916992,99.038459777832
Netherlands,NLD,2008,YR2008,96.6019439697266,94.1747589111328,76.4423065185547,97.0873794555664,94.711540222168,97.5961532592773
Netherlands,NLD,2009,YR2009,97.6076583862305,94.7368392944336,81.9905242919922,97.1291885375977,97.1563949584961,96.2085342407227
Netherlands,NLD,2010,YR2010,97.6190490722656,95.2153091430664,81.5165863037109,97.1291885375977,97.1563949584961,96.2085342407227
Netherlands,NLD,2011,YR2011,96.6824645996094,96.6824645996094,89.5734634399414,97.1563949584961,97.1830978393555,96.7136154174805
Netherlands,NLD,2012,YR2012,96.2085342407227,97.1563949584961,91.4691925048828,96.2085342407227,97.1830978393555,97.1830978393555
Netherlands,NLD,2013,YR2013,96.2085342407227,97.6303329467773,90.9952621459961,95.7345962524414,97.1830978393555,96.7136154174805
Netherlands,NLD,2014,YR2014,95.6730804443359,98.0769195556641,86.1904754638672,95.6730804443359,97.1153869628906,98.0295562744141
